country,year,electricity_generation,electricity_demand,renewables_consumption,fossil_fuel_consumption,primary_energy_consumption
Africa,2010,672.41,676.41,299.146,4106.646,4460.19
Africa,2011,688.68,694.88,307.544,4169.005,4529.279
Africa,2012,725.45,733.6,309.049,4372.651,4734.076
Africa,2013,740.91,750.3,326.263,4505.302,4888.162
Africa,2014,768.06,778.0,351.851,4641.549,5049.482
Africa,2015,790.03,797.82,361.194,4751.086,5163.164
Africa,2016,805.8,812.48,364.653,4857.562,5280.843
Africa,2017,825.62,830.86,389.335,4998.094,5444.701
Africa,2018,855.75,859.47,418.531,5060.675,5530.573
Africa,2019,875.96,874.14,443.538,5180.658,5681.833
Africa,2020,861.09,859.93,475.073,4886.883,5412.605
Africa,2021,905.76,904.65,509.193,5302.949,5870.374
Africa,2022,923.17,925.83,528.702,5373.315,5954.654
Africa,2023,930.89,933.8,554.704,5444.936,6050.292
Africa,2024,961.77,965.72,571.503,5519.12,6139.628
Algeria,2010,45.73,45.66,0.474,438.489,438.995
Algeria,2011,51.22,51.08,1.026,463.396,464.488
Algeria,2012,57.4,57.35,1.071,506.532,507.672
Algeria,2013,59.89,59.8,0.326,536.629,536.977
Algeria,2014,64.27,64.08,0.646,584.925,585.613
Algeria,2015,68.84,68.81,0.562,616.92,617.518
Algeria,2016,71.04,70.79,0.844,616.096,616.996
Algeria,2017,76.07,75.73,1.447,622.254,623.795
Algeria,2018,76.75,76.66,1.816,667.688,669.62
Algeria,2019,81.61,81.47,1.923,692.301,694.349
Algeria,2020,79.37,79.31,1.833,646.949,648.899
Algeria,2021,85.6,84.45,1.684,705.838,707.627
Algeria,2022,91.47,88.9,1.673,732.472,734.248
Algeria,2023,95.88,93.44,1.778,782.639,784.532
Algeria,2024,96.36,93.84,1.837,758.183,760.133
Argentina,2010,126.0,134.6,97.169,760.08,882.268
Argentina,2011,129.49,139.16,93.884,791.213,907.376
Argentina,2012,136.02,143.63,91.078,831.248,944.132
Argentina,2013,139.45,147.51,101.686,885.847,1009.449
Argentina,2014,138.54,148.4,102.627,870.507,993.008
Argentina,2015,145.42,154.38,103.185,883.202,1009.992
Argentina,2016,147.18,156.7,95.882,883.491,1005.722
Argentina,2017,145.61,156.07,103.551,872.594,996.988
Argentina,2018,146.78,156.34,106.101,857.065,986.055
Argentina,2019,139.53,150.22,105.008,793.845,925.658
Argentina,2020,144.64,149.35,101.519,731.666,863.972
Argentina,2021,153.15,155.65,103.147,814.009,948.187
Argentina,2022,145.61,158.49,119.466,856.942,1001.241
Argentina,2023,148.56,163.9,140.409,833.535,1004.261
Argentina,2024,152.51,161.68,144.333,805.21,983.105
Asia,2010,9279.12,9284.27,3605.343,58945.738,64320.453
Asia,2011,9940.439,9946.96,3746.564,62358.297,67605.312
Asia,2012,10413.76,10425.14,4270.77,64577.023,70002.195
Asia,2013,10995.95,11008.45,4713.707,65876.461,71782.398
Asia,2014,11608.34,11619.0,5248.263,67241.508,73772.555
Asia,2015,11762.561,11779.67,5579.107,68120.219,75114.688
Asia,2016,12359.39,12368.51,6050.861,68921.906,76546.836
Asia,2017,13101.64,13098.561,6591.948,70983.016,79234.734
Asia,2018,13890.53,13887.17,7237.954,73038.5,82105.531
Asia,2019,14320.72,14321.1,7956.405,74441.297,84504.664
Asia,2020,14545.22,14554.989,8522.543,73413.375,84082.523
Asia,2021,15656.38,15674.26,9375.36,76741.922,88455.969
Asia,2022,16257.72,16268.56,10291.35,78121.953,90876.898
Asia,2023,17060.699,17077.439,10922.744,80910.461,94503.469
Asia,2024,18014.91,18035.561,12481.891,82613.172,97910.242
Australia,2010,250.97,250.97,61.531,1443.765,1508.838
Australia,2011,256.28,256.28,83.776,1469.942,1558.602
Australia,2012,250.66,250.66,82.696,1448.736,1536.113
Australia,2013,249.56,249.56,95.674,1454.284,1555.586
Australia,2014,247.65,247.65,88.418,1472.994,1566.458
Australia,2015,253.99,253.99,95.058,1501.139,1601.626
Australia,2016,258.23,258.23,108.587,1491.79,1606.889
Australia,2017,258.97,258.97,101.723,1494.319,1602.028
Australia,2018,262.63,262.63,127.007,1491.4,1625.908
Australia,2019,265.9,265.9,140.546,1531.19,1680.293
Australia,2020,265.15,265.15,162.166,1413.45,1585.412
Australia,2021,267.45,267.45,193.787,1383.953,1589.323
Australia,2022,272.92,272.92,218.301,1429.625,1660.79
Australia,2023,273.11,273.11,235.274,1407.307,1657.377
Australia,2024,281.64,281.64,244.22,1413.397,1672.114
Austria,2010,67.82,70.26,124.762,289.55,421.558
Austria,2011,62.2,70.4,113.558,275.898,395.869
Austria,2012,68.65,71.45,140.204,266.205,414.402
Austria,2013,64.55,71.82,137.063,265.785,410.852
Austria,2014,61.55,70.82,135.54,251.532,394.889
Austria,2015,61.78,71.84,128.618,260.525,396.383
Austria,2016,64.87,72.03,136.689,265.025,409.651
Austria,2017,67.09,73.64,136.104,273.692,417.569
Austria,2018,64.67,73.62,132.866,268.067,408.402
Austria,2019,70.69,73.82,143.464,276.15,427.96
Austria,2020,69.03,71.23,144.513,247.334,400.144
Austria,2021,66.67,74.21,138.067,260.531,406.335
Austria,2022,64.47,73.17,131.63,243.02,381.823
Austria,2023,70.98,70.91,154.05,230.862,393.96
Austria,2024,78.47,71.69,174.499,228.06,412.337
Azerbaijan,2010,18.67,18.31,8.976,118.872,128.439
Azerbaijan,2011,20.27,19.59,6.932,138.358,145.739
Azerbaijan,2012,22.97,22.43,4.693,145.098,150.091
Azerbaijan,2013,23.25,22.88,4.022,149.935,154.212
Azerbaijan,2014,24.63,24.26,3.592,153.428,157.241
Azerbaijan,2015,24.57,24.41,4.453,167.101,171.826
Azerbaijan,2016,24.85,23.87,5.342,164.513,170.192
Azerbaijan,2017,24.22,23.05,4.78,161.877,166.954
Azerbaijan,2018,25.13,23.82,4.955,170.907,176.167
Azerbaijan,2019,25.95,24.6,4.55,181.059,185.891
Azerbaijan,2020,25.75,24.74,3.308,181.424,184.929
Azerbaijan,2021,27.79,26.27,3.809,193.515,197.549
Azerbaijan,2022,28.94,26.08,4.596,205.422,210.286
Azerbaijan,2023,29.09,26.06,4.981,212.143,217.433
Azerbaijan,2024,27.84,26.61,8.934,198.685,208.152
Bangladesh,2010,40.86,40.86,2.093,248.846,251.074
Bangladesh,2011,44.22,44.22,2.702,268.757,271.629
Bangladesh,2012,48.62,48.62,2.495,292.377,295.028
Bangladesh,2013,53.34,53.34,2.491,303.928,306.577
Bangladesh,2014,56.05,58.32,2.185,316.239,318.558
Bangladesh,2015,59.29,62.67,3.053,381.858,385.102
Bangladesh,2016,69.09,72.91,2.861,383.656,386.701
Bangladesh,2017,73.45,78.11,3.451,399.297,402.965
Bangladesh,2018,79.15,83.93,3.046,427.053,430.288
Bangladesh,2019,85.11,91.9,3.085,479.281,482.562
Bangladesh,2020,85.46,92.13,2.985,454.276,457.447
Bangladesh,2021,95.65,103.75,3.301,488.968,492.47
Bangladesh,2022,102.25,109.96,3.546,508.413,512.174
Bangladesh,2023,100.73,111.16,4.001,502.4,506.659
Bangladesh,2024,101.74,111.74,5.791,522.928,529.073
Belarus,2010,34.9,37.6,0.773,305.415,306.201
Belarus,2011,32.19,37.78,0.735,299.936,300.684
Belarus,2012,30.81,38.41,0.837,324.38,325.236
Belarus,2013,31.51,37.88,0.898,293.277,294.205
Belarus,2014,34.74,38.06,0.871,293.965,294.863
Belarus,2015,34.09,36.71,0.922,266.007,266.962
Belarus,2016,33.57,36.59,1.105,271.647,272.798
Belarus,2017,34.51,37.1,2.017,275.721,277.84
Belarus,2018,38.99,38.0,1.83,305.255,307.179
Belarus,2019,40.46,38.12,2.231,306.44,308.79
Belarus,2020,38.54,38.04,2.702,282.854,286.544
Belarus,2021,41.25,40.95,3.455,294.609,312.725
Belarus,2022,37.18,36.48,3.479,288.166,303.514
Belarus,2023,41.74,41.43,3.11,271.037,303.532
Belarus,2024,45.82,45.22,3.031,271.51,313.657
Belgium,2010,93.04,93.59,23.793,612.624,764.788
Belgium,2011,89.28,91.82,28.283,556.806,713.712
Belgium,2012,81.51,91.45,34.053,543.644,684.939
Belgium,2013,81.95,91.59,36.852,552.079,701.919
Belgium,2014,71.2,88.8,38.442,523.214,650.851
Belgium,2015,68.43,89.43,42.857,545.301,657.427
Belgium,2016,84.31,90.49,44.179,551.702,709.509
Belgium,2017,85.34,91.36,48.534,557.659,716.042
Belgium,2018,73.87,91.2,51.595,587.782,714.205
Belgium,2019,92.69,90.84,56.982,568.649,738.369
Belgium,2020,88.29,87.96,68.902,505.008,663.906
Belgium,2021,99.4,91.52,67.433,541.398,738.285
Belgium,2022,94.33,86.8,71.928,509.489,694.453
Belgium,2023,82.13,83.77,78.337,486.13,650.558
Belgium,2024,76.01,86.35,73.214,489.87,644.116
Brazil,2010,515.8,550.45,1324.56,1753.845,3188.735
Brazil,2011,531.76,567.65,1373.394,1826.877,3316.323
Brazil,2012,552.5,592.76,1342.998,1951.53,3408.335
Brazil,2013,570.83,611.16,1317.562,2073.493,3500.955
Brazil,2014,590.55,624.33,1317.889,2151.135,3575.635
Brazil,2015,581.22,615.64,1343.086,2089.39,3535.438
Brazil,2016,578.89,619.68,1403.47,1935.609,3451.454
Brazil,2017,589.32,625.67,1406.64,1960.447,3477.629
Brazil,2018,601.39,636.37,1505.676,1867.518,3486.378
Brazil,2019,633.33,658.29,1576.005,1872.509,3567.019
Brazil,2020,628.76,653.48,1575.936,1734.183,3422.429
Brazil,2021,656.4,679.5,1531.76,1939.336,3581.199
Brazil,2022,677.16,690.07,1737.903,1872.792,3731.718
Brazil,2023,708.12,723.23,1839.673,1883.23,3853.746
Brazil,2024,745.72,757.31,1898.276,1889.178,3919.054
Bulgaria,2010,45.93,37.48,15.211,154.662,211.471
Bulgaria,2011,49.96,39.3,10.301,170.472,224.607
Bulgaria,2012,46.46,38.15,14.525,156.513,213.428
Bulgaria,2013,43.02,36.84,19.013,140.885,198.108
Bulgaria,2014,46.92,37.46,20.18,148.925,211.55
Bulgaria,2015,48.71,38.13,23.999,159.541,224.68
Bulgaria,2016,44.53,38.16,19.781,151.685,213.117
Bulgaria,2017,44.84,39.36,17.469,160.054,218.174
Bulgaria,2018,46.51,38.7,26.206,150.328,218.814
Bulgaria,2019,43.72,37.91,21.759,146.884,211.551
Bulgaria,2020,40.14,36.73,21.521,130.932,195.374
Bulgaria,2021,47.22,38.44,29.074,150.05,221.882
Bulgaria,2022,50.28,38.09,27.346,159.598,229.39
Bulgaria,2023,40.08,36.75,27.838,127.576,197.128
Bulgaria,2024,38.3,37.31,31.13,119.965,191.794
Canada,2010,607.03,582.01,981.038,2477.27,3760.554
Canada,2011,638.27,601.59,1049.958,2538.526,3900.117
Canada,2012,636.54,589.79,1067.505,2520.988,3901.693
Canada,2013,655.69,603.81,1090.315,2576.755,4004.351
Canada,2014,652.97,607.36,1064.06,2602.08,4009.156
Canada,2015,661.08,601.55,1095.191,2597.854,4021.453
Canada,2016,667.13,603.33,1109.252,2535.3,3973.037
Canada,2017,669.35,607.11,1132.01,2567.721,4026.635
Canada,2018,661.2,613.0,1109.259,2651.679,4082.489
Canada,2019,655.7,608.62,1092.604,2645.248,4059.989
Canada,2020,655.89,598.25,1108.259,2413.23,3834.944
Canada,2021,652.4,605.11,1103.852,2461.184,3861.98
Canada,2022,664.08,612.97,1148.453,2532.191,3964.521
Canada,2023,641.39,613.63,1063.464,2538.329,3887.86
Canada,2024,636.79,624.36,1037.954,2575.696,3886.195
Chile,2010,60.25,61.21,68.176,291.756,363.948
Chile,2011,65.65,66.38,67.492,314.428,385.712
Chile,2012,69.57,69.57,71.715,327.243,402.747
Chile,2013,72.84,72.84,73.875,335.986,413.759
Chile,2014,70.17,70.17,79.071,326.022,409.534
Chile,2015,74.91,74.91,85.992,323.492,414.23
Chile,2016,78.83,78.83,83.049,346.341,433.903
Chile,2017,78.93,78.89,95.397,349.837,450.347
Chile,2018,81.76,81.76,108.401,354.328,468.278
Chile,2019,83.98,83.98,105.567,362.767,473.979
Chile,2020,83.58,83.58,108.616,328.056,442.478
Chile,2021,88.1,88.1,110.322,360.715,476.857
Chile,2022,91.04,91.04,129.526,367.138,503.505
Chile,2023,89.23,89.23,148.448,340.721,497.494
Chile,2024,88.62,88.62,164.444,345.39,518.732
China,2010,4207.16,4193.65,2080.64,26643.773,29055.609
China,2011,4713.02,4700.28,2089.481,28885.965,31336.537
China,2012,4987.54,4976.76,2618.516,29585.432,32624.18
China,2013,5431.63,5420.4,2852.832,30528.387,33852.566
China,2014,5794.45,5783.04,3344.307,30830.852,34729.066
China,2015,5814.58,5802.14,3587.629,30885.834,35135.988
China,2016,6133.16,6120.44,3891.976,30593.77,35277.711
China,2017,6604.44,6591.39,4243.345,31511.137,36649.383
China,2018,7166.14,7150.92,4659.087,32720.148,38409.82
China,2019,7503.43,7486.63,5096.059,33897.516,40188.723
China,2020,7779.07,7762.03,5511.566,34728.391,41493.891
China,2021,8534.26,8520.02,6170.007,36292.25,43847.18
China,2022,8848.71,8835.76,6712.969,36372.648,44516.492
China,2023,9456.45,9439.37,7226.692,38320.816,47072.012
China,2024,10086.88,10069.88,8470.082,38907.273,48987.102
Colombia,2010,60.23,59.44,114.429,303.138,424.601
Colombia,2011,61.7,60.17,136.639,298.923,443.797
Colombia,2012,63.06,62.35,134.665,329.327,471.933
Colombia,2013,73.51,72.16,125.422,352.07,485.04
Colombia,2014,70.46,69.66,127.322,375.773,510.586
Colombia,2015,77.97,77.56,126.972,370.088,504.402
Colombia,2016,76.17,76.5,131.799,409.192,548.829
Colombia,2017,78.47,78.54,157.133,388.71,555.225
Colombia,2018,78.21,78.32,156.891,405.278,571.28
Colombia,2019,78.78,79.09,151.111,413.71,573.736
Colombia,2020,77.75,78.8,138.213,371.599,517.813
Colombia,2021,84.36,84.48,165.042,391.295,565.815
Colombia,2022,82.86,83.29,175.228,442.123,627.227
Colombia,2023,86.58,86.58,165.887,439.586,615.308
Colombia,2024,89.14,89.14,158.414,448.701,615.888
Croatia,2010,14.79,18.76,24.232,82.442,108.264
Croatia,2011,11.23,18.38,13.767,79.799,94.448
Croatia,2012,10.57,18.0,13.942,72.795,87.595
Croatia,2013,13.94,17.81,24.161,70.368,96.073
Croatia,2014,13.43,17.38,25.72,68.669,96.009
Croatia,2015,11.24,18.03,19.449,70.384,91.02
Croatia,2016,12.6,18.13,21.289,72.108,94.731
Croatia,2017,11.77,18.72,18.124,75.561,94.783
Croatia,2018,13.52,18.91,25.074,71.602,98.16
Croatia,2019,12.65,18.78,22.018,72.605,95.813
Croatia,2020,13.23,17.87,22.578,67.616,91.378
Croatia,2021,15.11,19.07,27.782,69.077,98.312
Croatia,2022,14.1,18.79,23.042,68.931,93.167
Croatia,2023,17.44,19.02,30.562,72.735,105.124
Croatia,2024,15.29,19.65,28.207,73.337,103.144
Cyprus,2010,5.33,5.33,0.373,33.674,34.056
Cyprus,2011,4.92,4.92,0.674,33.027,33.725
Cyprus,2012,4.72,4.72,0.875,30.693,31.605
Cyprus,2013,4.29,4.29,1.039,27.19,28.278
Cyprus,2014,4.34,4.34,0.952,27.295,28.294
Cyprus,2015,4.54,4.54,1.155,27.969,29.184
Cyprus,2016,4.89,4.89,1.202,30.471,31.737
Cyprus,2017,5.0,5.0,1.22,31.31,32.596
Cyprus,2018,5.06,5.06,1.29,31.103,32.462
Cyprus,2019,5.15,5.15,1.437,30.98,32.493
Cyprus,2020,4.85,4.85,1.801,26.392,28.281
Cyprus,2021,5.12,5.12,2.196,27.532,29.842
Cyprus,2022,5.26,5.26,2.45,29.097,31.674
Cyprus,2023,5.33,5.33,2.96,28.986,32.115
Cyprus,2024,5.79,5.79,3.579,29.574,33.348
Czechia,2010,85.22,70.27,19.214,419.103,513.649
Czechia,2011,86.64,69.6,23.7,402.461,501.976
Czechia,2012,86.58,69.46,25.83,392.822,499.438
Czechia,2013,85.91,69.02,29.329,379.33,490.221
Czechia,2014,84.98,68.68,29.737,370.31,479.937
Czechia,2015,82.49,69.98,30.153,370.132,470.716
Czechia,2016,82.0,71.03,30.033,371.338,464.374
Czechia,2017,85.76,72.72,30.803,386.322,490.582
Czechia,2018,86.84,72.93,30.056,381.955,489.024
Czechia,2019,85.72,72.62,32.041,368.216,477.905
Czechia,2020,80.1,69.95,33.161,332.543,442.568
Czechia,2021,83.66,72.58,33.74,354.346,466.406
Czechia,2022,83.73,70.2,33.446,336.533,448.738
Czechia,2023,75.8,66.62,34.241,299.903,411.242
Czechia,2024,72.81,66.15,38.018,279.641,392.823
Denmark,2010,38.75,37.61,35.085,199.24,235.977
Denmark,2011,35.11,36.43,40.576,178.458,220.975
Denmark,2012,30.57,35.78,43.151,160.084,205.243
Denmark,2013,34.61,35.69,45.78,163.676,211.702
Denmark,2014,32.04,34.89,50.869,150.153,203.564
Denmark,2015,28.78,34.69,53.053,143.259,198.975
Denmark,2016,30.4,35.46,51.763,147.286,201.601
Denmark,2017,30.9,35.46,61.02,139.036,202.984
Denmark,2018,30.21,35.43,57.987,139.383,200.117
Denmark,2019,29.37,35.18,64.486,149.164,216.802
Denmark,2020,28.58,35.46,65.536,123.478,192.166
Denmark,2021,32.92,37.79,73.192,115.401,191.85
Denmark,2022,35.16,36.52,77.729,112.822,194.229
Denmark,2023,33.89,37.02,78.254,112.898,195.198
Denmark,2024,35.06,38.77,80.195,112.017,196.253
Ecuador,2010,19.42,20.28,23.266,130.432,155.194
Ecuador,2011,20.43,21.71,29.743,133.012,164.644
Ecuador,2012,22.73,22.96,32.505,139.394,173.933
Ecuador,2013,23.16,23.79,29.342,148.284,179.509
Ecuador,2014,24.19,24.98,30.702,155.932,188.563
Ecuador,2015,25.83,26.3,34.864,151.02,188.046
Ecuador,2016,27.16,26.84,41.754,142.992,187.404
Ecuador,2017,27.83,27.64,52.167,139.654,195.11
Ecuador,2018,29.23,29.08,53.275,149.787,206.38
Ecuador,2019,32.45,30.63,62.988,144.334,211.333
Ecuador,2020,31.29,30.2,61.972,117.016,182.862
Ecuador,2021,32.12,31.96,64.753,143.872,212.597
Ecuador,2022,33.06,33.33,62.248,156.731,222.718
Ecuador,2023,35.82,36.6,63.823,164.327,232.234
Ecuador,2024,32.66,33.36,57.631,169.643,230.721
Egypt,2010,144.43,142.99,37.471,855.174,895.112
Egypt,2011,149.56,147.98,38.159,900.94,941.574
Egypt,2012,162.84,162.44,38.319,939.138,979.905
Egypt,2013,165.08,164.68,37.95,932.828,973.269
Egypt,2014,171.24,170.56,37.544,922.0,961.972
Egypt,2015,181.83,181.14,39.544,934.044,976.108
Egypt,2016,188.19,187.92,39.768,987.889,1030.261
Egypt,2017,193.21,192.87,38.75,1029.495,1070.745
Egypt,2018,199.39,198.82,40.955,1027.787,1071.346
Egypt,2019,200.57,199.78,48.489,996.942,1048.579
Egypt,2020,198.6,197.18,58.677,924.493,986.905
Egypt,2021,209.66,208.19,62.466,994.929,1061.291
Egypt,2022,216.72,215.15,62.918,1043.381,1110.143
Egypt,2023,221.92,220.53,63.349,1028.197,1095.667
Egypt,2024,237.39,235.99,64.823,1057.071,1125.86
Estonia,2010,12.97,9.72,3.199,69.845,73.147
Estonia,2011,12.89,9.33,3.531,69.313,72.963
Estonia,2012,11.96,9.72,4.4,68.942,73.488
Estonia,2013,13.28,9.69,3.637,73.686,77.463
Estonia,2014,12.45,9.7,4.161,69.843,74.161
Estonia,2015,10.15,9.23,4.558,63.892,68.626
Estonia,2016,12.17,10.13,4.594,66.0,70.763
Estonia,2017,13.16,10.43,5.402,72.885,78.484
Estonia,2018,12.37,10.47,6.058,71.624,77.879
Estonia,2019,7.61,9.77,6.49,56.054,62.761
Estonia,2020,6.08,9.72,8.971,49.463,58.733
Estonia,2021,7.19,9.82,8.743,52.411,61.444
Estonia,2022,8.94,9.95,8.343,54.665,63.306
Estonia,2023,5.74,9.04,8.005,47.953,56.277
Estonia,2024,6.26,9.18,9.932,45.41,55.764
Europe,2010,4880.21,4877.72,3014.545,25364.779,31746.008
Europe,2011,4843.02,4834.77,2964.277,25053.898,31343.117
Europe,2012,4873.94,4860.0,3280.945,24728.031,31273.518
Europe,2013,4831.73,4822.73,3530.365,24199.508,30951.607
Europe,2014,4747.56,4737.89,3613.561,23225.455,30080.322
Europe,2015,4783.43,4775.48,3692.058,23087.057,29977.879
Europe,2016,4832.22,4822.76,3770.833,23438.127,30335.357
Europe,2017,4847.12,4842.86,3810.167,23718.523,30637.148
Europe,2018,4867.9,4866.49,4058.748,23795.059,30958.799
Europe,2019,4819.63,4817.93,4139.679,23269.766,30507.029
Europe,2020,4658.36,4654.82,4484.395,21263.137,28626.066
Europe,2021,4865.6,4862.03,4566.763,22234.785,29823.74
Europe,2022,4725.05,4713.65,4504.302,21971.57,29128.344
Europe,2023,4556.24,4535.36,4902.045,21173.643,28746.484
Europe,2024,4650.72,4623.69,5170.308,21364.125,29280.277
European Union (27),2010,2945.54,2950.46,1902.481,14034.502,18308.402
European Union (27),2011,2908.68,2909.64,1884.039,13574.065,17768.266
European Union (27),2012,2903.46,2910.22,2113.666,13216.727,17569.773
European Union (27),2013,2883.69,2881.88,2280.992,12926.968,17433.598
European Union (27),2014,2823.91,2818.88,2358.773,12281.676,16871.619
European Union (27),2015,2870.37,2863.72,2405.321,12516.554,17074.254
European Union (27),2016,2891.4,2892.05,2429.995,12713.838,17240.172
European Union (27),2017,2922.98,2918.43,2441.155,13060.77,17562.961
European Union (27),2018,2908.62,2917.46,2617.339,12823.159,17504.52
European Union (27),2019,2874.5,2877.43,2700.572,12484.005,17256.725
European Union (27),2020,2753.09,2767.06,2908.866,11171.797,15949.86
European Union (27),2021,2874.99,2882.27,2961.266,11861.982,16806.004
European Union (27),2022,2777.49,2790.43,2972.21,11509.797,16149.713
European Union (27),2023,2710.2,2709.73,3297.989,10678.452,15695.724
European Union (27),2024,2773.21,2760.9,3498.298,10611.375,15902.261
Finland,2010,80.64,91.14,70.167,237.393,371.291
Finland,2011,73.5,87.35,70.789,214.826,349.923
Finland,2012,70.41,87.85,81.862,194.504,340.459
Finland,2013,71.26,86.97,74.721,202.25,341.801
Finland,2014,68.1,86.07,78.717,186.628,329.823
Finland,2015,68.61,84.95,89.101,175.874,328.893
Finland,2016,68.75,87.7,85.3,185.297,334.083
Finland,2017,67.52,87.95,90.141,175.713,327.216
Finland,2018,70.23,90.17,92.022,180.042,333.841
Finland,2019,68.61,88.65,92.01,170.721,326.992
Finland,2020,69.24,84.34,100.422,150.225,313.95
Finland,2021,72.11,89.88,110.278,146.355,320.577
Finland,2022,72.17,84.69,109.698,142.401,320.232
Finland,2023,81.52,83.24,117.22,125.729,334.142
Finland,2024,82.55,85.73,127.199,120.26,334.594
France,2010,562.36,531.65,233.531,1613.471,3001.231
France,2011,567.65,511.24,198.359,1517.902,2897.71
France,2012,567.58,523.06,249.119,1513.171,2894.858
France,2013,576.75,528.29,284.361,1516.781,2925.053
France,2014,566.31,499.12,272.726,1375.717,2797.782
France,2015,574.14,510.08,266.623,1412.453,2823.427
France,2016,558.84,517.34,282.738,1432.812,2766.597
France,2017,555.74,515.61,266.731,1458.23,2756.229
France,2018,576.24,513.27,316.88,1408.24,2790.429
France,2019,565.52,507.85,316.482,1388.441,2731.347
France,2020,527.25,482.21,336.373,1197.515,2444.265
France,2021,550.31,505.42,330.825,1296.505,2597.561
France,2022,468.45,483.39,312.538,1240.297,2306.192
France,2023,518.75,468.28,375.619,1166.846,2406.514
France,2024,561.78,471.8,408.538,1144.724,2519.901
Germany,2010,624.21,609.26,323.744,3134.529,3847.151
Germany,2011,605.0,601.23,374.923,3032.669,3710.585
Germany,2012,619.81,599.27,428.276,3052.564,3761.916
Germany,2013,629.69,597.5,445.798,3147.404,3868.517
Germany,2014,618.75,584.87,472.924,2963.163,3710.465
Germany,2015,639.17,590.89,537.013,2981.134,3780.86
Germany,2016,641.52,591.0,537.348,3060.661,3841.451
Germany,2017,644.46,592.0,602.521,3122.243,3949.556
Germany,2018,632.28,583.54,619.775,3002.167,3845.414
Germany,2019,600.09,567.42,661.812,2868.076,3753.704
Germany,2020,566.75,547.72,692.78,2609.179,3498.915
Germany,2021,578.83,560.25,644.416,2749.067,3598.492
Germany,2022,566.88,539.62,695.28,2639.55,3455.45
Germany,2023,506.72,515.94,741.021,2380.906,3178.886
Germany,2024,495.99,522.26,756.721,2400.492,3195.441
Greece,2010,56.61,62.32,28.987,347.664,378.437
Greece,2011,58.45,61.68,22.41,347.527,371.285
Greece,2012,59.91,61.69,27.698,319.955,349.302
Greece,2013,56.37,58.26,38.441,287.475,328.303
Greece,2014,49.62,58.44,32.873,273.054,307.91
Greece,2015,51.05,60.66,39.583,269.766,311.723
Greece,2016,53.84,62.64,39.518,265.051,306.993
Greece,2017,54.8,61.04,36.637,283.363,322.197
Greece,2018,52.61,58.89,42.326,279.214,324.066
Greece,2019,47.95,57.89,42.361,271.977,316.887
Greece,2020,47.51,56.37,46.031,228.208,276.956
Greece,2021,54.24,57.92,57.441,241.738,302.536
Greece,2022,51.67,55.12,58.416,252.595,314.334
Greece,2023,48.93,53.84,62.696,239.392,305.897
Greece,2024,57.08,56.77,66.819,250.538,321.187
High-income countries,2010,12239.25,12246.54,5888.114,64709.016,77652.289
High-income countries,2011,12220.78,12214.05,6213.002,64465.082,77322.109
High-income countries,2012,12260.35,12252.67,6501.207,64274.031,76881.953
High-income countries,2013,12257.271,12263.03,6891.847,64605.238,77613.195
High-income countries,2014,12266.649,12267.88,7067.715,64158.969,77376.102
High-income countries,2015,12346.04,12348.09,7297.882,64275.359,77674.086
High-income countries,2016,12479.13,12481.37,7591.578,64489.703,78164.031
High-income countries,2017,12557.25,12548.75,7912.961,64873.863,78806.312
High-income countries,2018,12730.43,12739.8,8247.45,65751.977,80034.594
High-income countries,2019,12627.57,12627.06,8438.627,64640.992,79204.406
High-income countries,2020,12311.24,12305.46,8991.263,59291.332,74126.406
High-income countries,2021,12725.891,12720.61,9270.049,62138.199,77363.383
High-income countries,2022,12850.92,12831.84,9642.194,62705.543,78006.219
High-income countries,2023,12720.2,12705.28,10091.479,61439.566,77329.742
High-income countries,2024,13028.19,13013.13,10696.276,61913.219,78513.922
Hong Kong,2010,38.23,46.67,0.17,321.003,321.176
Hong Kong,2011,38.97,47.35,0.45,328.878,329.331
Hong Kong,2012,38.53,48.5,0.192,316.294,316.489
Hong Kong,2013,39.01,48.07,0.521,324.504,325.028
Hong Kong,2014,39.74,48.8,0.478,316.726,317.208
Hong Kong,2015,37.86,48.42,0.668,325.779,326.451
Hong Kong,2016,38.12,48.54,0.689,334.359,335.053
Hong Kong,2017,36.94,48.17,0.751,358.584,359.341
Hong Kong,2018,36.57,48.61,0.873,362.695,363.573
Hong Kong,2019,36.94,49.32,0.871,343.666,344.545
Hong Kong,2020,34.35,47.05,1.192,256.739,257.947
Hong Kong,2021,36.22,48.78,1.594,242.064,243.686
Hong Kong,2022,36.1,48.45,2.014,215.358,217.409
Hong Kong,2023,37.75,49.34,2.632,248.557,251.251
Hong Kong,2024,37.44,48.81,2.86,270.012,272.932
Hungary,2010,37.36,42.56,11.062,224.51,277.827
Hungary,2011,36.02,42.66,9.852,217.824,269.464
Hungary,2012,34.62,42.59,9.517,199.771,251.116
Hungary,2013,30.27,42.15,9.747,187.814,238.041
Hungary,2014,29.39,42.78,11.428,185.849,238.269
Hungary,2015,30.33,44.02,11.477,198.327,251.04
Hungary,2016,31.88,44.59,11.612,202.307,255.495
Hungary,2017,32.92,45.8,11.941,215.885,269.293
Hungary,2018,32.05,46.4,13.069,217.812,271.203
Hungary,2019,34.28,46.86,15.402,217.758,274.892
Hungary,2020,34.92,46.6,18.299,210.904,270.327
Hungary,2021,36.1,48.85,21.808,221.14,283.958
Hungary,2022,35.78,47.93,23.77,202.749,267.047
