Date,Daily_PnL,Cumulative_PnL,Running_Peak,Drawdown,Rolling_Volatility,Rolling_Mean,Rolling_Sharpe,VaR95,Month
2023-06-24,42.13,3927.810000000002,3927.810000000002,0.0,40.78333793338287,36.60433333333334,14.247871971466001,0.0,2023-06
2023-06-25,0.0,3927.810000000002,3927.810000000002,0.0,40.88859942983292,34.36233333333334,13.340763401385596,0.0,2023-06
2023-06-26,0.0,3927.810000000002,3927.810000000002,0.0,40.27006869001903,31.58233333333333,12.44979249472039,0.0,2023-06
2023-06-27,0.0,3927.810000000002,3927.810000000002,0.0,40.06110312320763,29.314,11.615888912597297,0.0,2023-06
2023-06-28,0.0,3927.810000000002,3927.810000000002,0.0,30.771480789848265,23.741,12.247596852090426,0.0,2023-06
2023-06-29,0.0,3927.810000000002,3927.810000000002,0.0,30.771480789848265,23.741,12.247596852090426,0.0,2023-06
2023-06-30,0.0,3927.810000000002,3927.810000000002,0.0,30.908782139277736,22.40733333333333,11.50823049778951,0.0,2023-06
2023-07-01,-6.969999999999999,3920.8400000000024,3927.810000000002,-6.9699999999998,29.4648762731681,19.558,10.537075464781005,0.0,2023-07
2023-07-02,1.8200000000000005,3922.6600000000026,3927.810000000002,-5.149999999999636,29.09087520563598,17.980666666666664,9.811813237835933,0.0,2023-07
2023-07-03,0.0,3922.6600000000026,3927.810000000002,-5.149999999999636,28.71384838706584,16.392666666666667,9.062718185427473,0.0,2023-07
2023-07-04,0.0,3922.6600000000026,3927.810000000002,-5.149999999999636,25.921777222401584,13.619666666666667,8.340689906505776,0.0,2023-07
2023-07-05,83.15,4005.8100000000027,4005.8100000000027,0.0,28.710640432128816,16.391333333333332,9.062993580923298,0.0,2023-07
2023-07-06,0.0,4005.8100000000027,4005.8100000000027,0.0,28.710640432128816,16.391333333333332,9.062993580923298,0.0,2023-07
2023-07-07,0.0,4005.8100000000027,4005.8100000000027,0.0,28.710640432128816,16.391333333333332,9.062993580923298,0.0,2023-07
2023-07-08,60.98,4066.7900000000027,4066.7900000000027,0.0,29.653310985685803,18.424,9.863044739641577,0.0,2023-07
2023-07-09,68.10999999999999,4134.900000000002,4134.900000000002,0.0,30.942795624094536,19.662999999999997,10.087661501849585,0.0,2023-07
2023-07-10,50.45,4185.350000000002,4185.350000000002,0.0,31.021405727873365,19.742666666666665,10.102866390154146,0.0,2023-07
2023-07-11,63.82,4249.170000000002,4249.170000000002,0.0,28.034918915892927,18.422,10.431283385977896,0.0,2023-07
2023-07-12,83.49,4332.660000000002,4332.660000000002,0.0,30.203257160502563,21.205,11.14512045896002,0.0,2023-07
2023-07-13,67.34,4400.000000000002,4400.000000000002,0.0,31.066341621184478,21.941,11.211573649177211,0.0,2023-07
2023-07-14,0.0,4400.000000000002,4400.000000000002,0.0,31.066341621184478,21.941,11.211573649177211,0.0,2023-07
2023-07-15,21.050000000000004,4421.050000000002,4421.050000000002,0.0,30.790183269138353,22.642666666666667,11.673889270943915,0.0,2023-07
2023-07-16,80.7,4501.750000000002,4501.750000000002,0.0,32.23507769531492,25.332666666666668,12.47534192650702,0.0,2023-07
2023-07-17,0.0,4501.750000000002,4501.750000000002,0.0,32.32789650462575,23.822,11.697715202069315,0.0,2023-07
2023-07-18,0.0,4501.750000000002,4501.750000000002,0.0,31.804488145651668,21.774,10.868011228471229,0.0,2023-07
2023-07-19,50.34,4552.090000000002,4552.090000000002,0.0,31.943742185717486,23.451999999999998,11.654519258203145,0.0,2023-07
2023-07-20,0.0,4552.090000000002,4552.090000000002,0.0,31.943742185717486,23.451999999999998,11.654519258203145,0.0,2023-07
2023-07-21,0.0,4552.090000000002,4552.090000000002,0.0,31.943742185717486,23.451999999999998,11.654519258203145,0.0,2023-07
2023-07-22,14.0,4566.090000000002,4566.090000000002,0.0,31.69057727173951,23.918666666666663,11.981386735170057,0.0,2023-07
2023-07-23,51.0,4617.090000000002,4617.090000000002,0.0,31.989451007279374,24.380333333333336,12.098544398185537,0.0,2023-07
