Country,ISO3,Date,Metric,Unit,Value
Poland,POL,2019-06-01,Hydro,%,1.23
Poland,POL,2019-06-01,Solar,%,1.05
Poland,POL,2019-06-01,Wind,%,6.41
Poland,POL,2019-06-01,Bioenergy,TWh,0.16
Poland,POL,2019-06-01,Coal,TWh,9.37
Poland,POL,2019-06-01,Gas,TWh,0.7
Poland,POL,2019-06-01,Hydro,TWh,0.14
Poland,POL,2019-06-01,Solar,TWh,0.12
Poland,POL,2019-06-01,Wind,TWh,0.73
Poland,POL,2019-06-01,Total Generation,TWh,11.38
Poland,POL,2019-06-01,Net Imports,TWh,0.99
Poland,POL,2019-06-01,Bioenergy,mtCO2,0.04
Poland,POL,2019-06-01,Coal,mtCO2,9.68
Poland,POL,2019-06-01,Gas,mtCO2,0.3
Poland,POL,2019-06-01,Hydro,mtCO2,0.0
Poland,POL,2019-06-01,Solar,mtCO2,0.01
Poland,POL,2019-06-01,Wind,mtCO2,0.01
Poland,POL,2019-07-01,Demand,TWh,12.61
Poland,POL,2019-07-01,Bioenergy,%,1.72
Poland,POL,2019-07-01,Coal,%,80.48
Poland,POL,2019-07-01,Gas,%,7.31
Poland,POL,2019-07-01,Hydro,%,0.69
Poland,POL,2019-07-01,Solar,%,0.77
Poland,POL,2019-07-01,Wind,%,7.57
Poland,POL,2019-07-01,Bioenergy,TWh,0.2
Poland,POL,2019-07-01,Coal,TWh,9.36
Poland,POL,2019-07-01,Gas,TWh,0.85
Poland,POL,2019-07-01,Hydro,TWh,0.08
Poland,POL,2019-07-01,Solar,TWh,0.09
Poland,POL,2019-07-01,Wind,TWh,0.88
Poland,POL,2019-07-01,Total Generation,TWh,11.63
Poland,POL,2019-07-01,Net Imports,TWh,0.98
Poland,POL,2019-07-01,Bioenergy,mtCO2,0.05
Poland,POL,2019-07-01,Coal,mtCO2,9.67
Poland,POL,2019-07-01,Gas,mtCO2,0.37
Poland,POL,2019-07-01,Hydro,mtCO2,0.0
Poland,POL,2019-07-01,Solar,mtCO2,0.0
Poland,POL,2019-07-01,Wind,mtCO2,0.01
Poland,POL,2019-08-01,Demand,TWh,12.49
Poland,POL,2019-08-01,Bioenergy,%,1.54
Poland,POL,2019-08-01,Coal,%,82.33
Poland,POL,2019-08-01,Gas,%,8.15
Poland,POL,2019-08-01,Hydro,%,0.69
Poland,POL,2019-08-01,Solar,%,0.86
Poland,POL,2019-08-01,Wind,%,4.89
Poland,POL,2019-08-01,Bioenergy,TWh,0.18
Poland,POL,2019-08-01,Coal,TWh,9.6
Poland,POL,2019-08-01,Gas,TWh,0.95
Poland,POL,2019-08-01,Hydro,TWh,0.08
Poland,POL,2019-08-01,Solar,TWh,0.1
Poland,POL,2019-08-01,Wind,TWh,0.57
Poland,POL,2019-08-01,Total Generation,TWh,11.66
Poland,POL,2019-08-01,Net Imports,TWh,0.83
Poland,POL,2019-08-01,Bioenergy,mtCO2,0.04
Poland,POL,2019-08-01,Coal,mtCO2,9.92
Poland,POL,2019-08-01,Gas,mtCO2,0.41
Poland,POL,2019-08-01,Hydro,mtCO2,0.0
Poland,POL,2019-08-01,Solar,mtCO2,0.0
Poland,POL,2019-08-01,Wind,mtCO2,0.01
Poland,POL,2019-09-01,Demand,TWh,12.36
Poland,POL,2019-09-01,Bioenergy,%,1.66
Poland,POL,2019-09-01,Coal,%,80.04
Poland,POL,2019-09-01,Gas,%,5.43
Poland,POL,2019-09-01,Hydro,%,0.61
Poland,POL,2019-09-01,Solar,%,0.7
Poland,POL,2019-09-01,Wind,%,10.16
Poland,POL,2019-09-01,Bioenergy,TWh,0.19
Poland,POL,2019-09-01,Coal,TWh,9.14
Poland,POL,2019-09-01,Gas,TWh,0.62
Poland,POL,2019-09-01,Hydro,TWh,0.07
Poland,POL,2019-09-01,Solar,TWh,0.08
Poland,POL,2019-09-01,Wind,TWh,1.16
Poland,POL,2019-09-01,Total Generation,TWh,11.42
Poland,POL,2019-09-01,Net Imports,TWh,0.94
Poland,POL,2019-09-01,Bioenergy,mtCO2,0.04
Poland,POL,2019-09-01,Coal,mtCO2,9.43
Poland,POL,2019-09-01,Gas,mtCO2,0.27
Poland,POL,2019-09-01,Hydro,mtCO2,0.0
Poland,POL,2019-09-01,Solar,mtCO2,0.0
Poland,POL,2019-09-01,Wind,mtCO2,0.01
Poland,POL,2019-10-01,Demand,TWh,13.47
Poland,POL,2019-10-01,Bioenergy,%,1.7
Poland,POL,2019-10-01,Coal,%,78.9
Poland,POL,2019-10-01,Gas,%,7.47
Poland,POL,2019-10-01,Hydro,%,0.73
Poland,POL,2019-10-01,Solar,%,0.49
Poland,POL,2019-10-01,Wind,%,9.25
Poland,POL,2019-10-01,Bioenergy,TWh,0.21
Poland,POL,2019-10-01,Coal,TWh,9.72
Poland,POL,2019-10-01,Gas,TWh,0.92
Poland,POL,2019-10-01,Hydro,TWh,0.09
Poland,POL,2019-10-01,Solar,TWh,0.06
Poland,POL,2019-10-01,Wind,TWh,1.14
Poland,POL,2019-10-01,Total Generation,TWh,12.32
Poland,POL,2019-10-01,Net Imports,TWh,1.15
Poland,POL,2019-10-01,Bioenergy,mtCO2,0.05
Poland,POL,2019-10-01,Coal,mtCO2,10.03
Poland,POL,2019-10-01,Gas,mtCO2,0.4
Poland,POL,2019-10-01,Hydro,mtCO2,0.0
Poland,POL,2019-10-01,Solar,mtCO2,0.0
Poland,POL,2019-10-01,Wind,mtCO2,0.01
Poland,POL,2019-11-01,Demand,TWh,13.18
Poland,POL,2019-11-01,Bioenergy,%,1.4
Poland,POL,2019-11-01,Coal,%,76.71
Poland,POL,2019-11-01,Gas,%,8.26
Poland,POL,2019-11-01,Hydro,%,0.74
Poland,POL,2019-11-01,Solar,%,0.25
Poland,POL,2019-11-01,Wind,%,11.15
Poland,POL,2019-11-01,Bioenergy,TWh,0.17
Poland,POL,2019-11-01,Coal,TWh,9.29
Poland,POL,2019-11-01,Gas,TWh,1.0
Poland,POL,2019-11-01,Hydro,TWh,0.09
Poland,POL,2019-11-01,Solar,TWh,0.03
Poland,POL,2019-11-01,Wind,TWh,1.35
Poland,POL,2019-11-01,Total Generation,TWh,12.11
Poland,POL,2019-11-01,Net Imports,TWh,1.07
Poland,POL,2019-11-01,Bioenergy,mtCO2,0.04
Poland,POL,2019-11-01,Coal,mtCO2,9.59
Poland,POL,2019-11-01,Gas,mtCO2,0.43
Poland,POL,2019-11-01,Hydro,mtCO2,0.0
Poland,POL,2019-11-01,Solar,mtCO2,0.0
Poland,POL,2019-11-01,Wind,mtCO2,0.02
Poland,POL,2019-12-01,Demand,TWh,13.5
Poland,POL,2019-12-01,Bioenergy,%,1.42
Poland,POL,2019-12-01,Coal,%,73.8
Poland,POL,2019-12-01,Gas,%,8.45
Poland,POL,2019-12-01,Hydro,%,0.79
Poland,POL,2019-12-01,Solar,%,0.24
Poland,POL,2019-12-01,Wind,%,13.73
Poland,POL,2019-12-01,Bioenergy,TWh,0.18
Poland,POL,2019-12-01,Coal,TWh,9.35
Poland,POL,2019-12-01,Gas,TWh,1.07
Poland,POL,2019-12-01,Hydro,TWh,0.1
Poland,POL,2019-12-01,Solar,TWh,0.03
Poland,POL,2019-12-01,Wind,TWh,1.74
Poland,POL,2019-12-01,Total Generation,TWh,12.67
Poland,POL,2019-12-01,Net Imports,TWh,0.83
Poland,POL,2019-12-01,Bioenergy,mtCO2,0.04
Poland,POL,2019-12-01,Coal,mtCO2,9.65
Poland,POL,2019-12-01,Gas,mtCO2,0.46
Poland,POL,2019-12-01,Hydro,mtCO2,0.0
Poland,POL,2019-12-01,Solar,mtCO2,0.0
Poland,POL,2019-12-01,Wind,mtCO2,0.02
Poland,POL,2020-01-01,Demand,TWh,13.97
Poland,POL,2020-01-01,Bioenergy,%,1.58
Poland,POL,2020-01-01,Coal,%,74.19
Poland,POL,2020-01-01,Gas,%,7.45
Poland,POL,2020-01-01,Hydro,%,0.9
Poland,POL,2020-01-01,Solar,%,0.15
Poland,POL,2020-01-01,Wind,%,14.15
Poland,POL,2020-01-01,Bioenergy,TWh,0.21
Poland,POL,2020-01-01,Coal,TWh,9.86
Poland,POL,2020-01-01,Gas,TWh,0.99
Poland,POL,2020-01-01,Hydro,TWh,0.12
Poland,POL,2020-01-01,Solar,TWh,0.02
Poland,POL,2020-01-01,Wind,TWh,1.88
Poland,POL,2020-01-01,Total Generation,TWh,13.29
Poland,POL,2020-01-01,Net Imports,TWh,0.68
Poland,POL,2020-01-01,Bioenergy,mtCO2,0.05
Poland,POL,2020-01-01,Coal,mtCO2,10.15
Poland,POL,2020-01-01,Gas,mtCO2,0.43
Poland,POL,2020-01-01,Hydro,mtCO2,0.0
Poland,POL,2020-01-01,Solar,mtCO2,0.0
Poland,POL,2020-01-01,Wind,mtCO2,0.02
Poland,POL,2020-02-01,Demand,TWh,13.13
Poland,POL,2020-02-01,Bioenergy,%,1.3
Poland,POL,2020-02-01,Coal,%,70.59
Poland,POL,2020-02-01,Gas,%,7.39
Poland,POL,2020-02-01,Hydro,%,1.38
Poland,POL,2020-02-01,Solar,%,0.41
Poland,POL,2020-02-01,Wind,%,17.38
Poland,POL,2020-02-01,Bioenergy,TWh,0.16
Poland,POL,2020-02-01,Coal,TWh,8.69
Poland,POL,2020-02-01,Gas,TWh,0.91
Poland,POL,2020-02-01,Hydro,TWh,0.17
Poland,POL,2020-02-01,Solar,TWh,0.05
Poland,POL,2020-02-01,Wind,TWh,2.14
Poland,POL,2020-02-01,Total Generation,TWh,12.31
Poland,POL,2020-02-01,Net Imports,TWh,0.82
Poland,POL,2020-02-01,Bioenergy,mtCO2,0.04
Poland,POL,2020-02-01,Coal,mtCO2,8.94
Poland,POL,2020-02-01,Gas,mtCO2,0.4
Poland,POL,2020-02-01,Hydro,mtCO2,0.0
Poland,POL,2020-02-01,Solar,mtCO2,0.0
Poland,POL,2020-02-01,Wind,mtCO2,0.03
Poland,POL,2020-03-01,Demand,TWh,13.26
Poland,POL,2020-03-01,Bioenergy,%,1.73
Poland,POL,2020-03-01,Coal,%,73.49
Poland,POL,2020-03-01,Gas,%,8.18
Poland,POL,2020-03-01,Hydro,%,1.4
Poland,POL,2020-03-01,Solar,%,1.49
Poland,POL,2020-03-01,Wind,%,12.06
Poland,POL,2020-03-01,Bioenergy,TWh,0.21
Poland,POL,2020-03-01,Coal,TWh,8.9
Poland,POL,2020-03-01,Gas,TWh,0.99
Poland,POL,2020-03-01,Hydro,TWh,0.17
Poland,POL,2020-03-01,Solar,TWh,0.18
Poland,POL,2020-03-01,Wind,TWh,1.46
Poland,POL,2020-03-01,Total Generation,TWh,12.11
Poland,POL,2020-03-01,Net Imports,TWh,1.15
Poland,POL,2020-03-01,Bioenergy,mtCO2,0.05
Poland,POL,2020-03-01,Coal,mtCO2,9.14
Poland,POL,2020-03-01,Gas,mtCO2,0.43
Poland,POL,2020-03-01,Hydro,mtCO2,0.0
Poland,POL,2020-03-01,Solar,mtCO2,0.01
Poland,POL,2020-03-01,Wind,mtCO2,0.02
Poland,POL,2020-04-01,Demand,TWh,11.28
Poland,POL,2020-04-01,Bioenergy,%,1.66
Poland,POL,2020-04-01,Coal,%,72.22
Poland,POL,2020-04-01,Gas,%,9.55
Poland,POL,2020-04-01,Hydro,%,0.97
Poland,POL,2020-04-01,Solar,%,2.44
Poland,POL,2020-04-01,Wind,%,11.7
Poland,POL,2020-04-01,Bioenergy,TWh,0.17
Poland,POL,2020-04-01,Coal,TWh,7.41
Poland,POL,2020-04-01,Gas,TWh,0.98
Poland,POL,2020-04-01,Hydro,TWh,0.1
Poland,POL,2020-04-01,Solar,TWh,0.25
Poland,POL,2020-04-01,Wind,TWh,1.2
Poland,POL,2020-04-01,Total Generation,TWh,10.26
Poland,POL,2020-04-01,Net Imports,TWh,1.02
Poland,POL,2020-04-01,Bioenergy,mtCO2,0.04
Poland,POL,2020-04-01,Coal,mtCO2,7.63
Poland,POL,2020-04-01,Gas,mtCO2,0.43
Poland,POL,2020-04-01,Hydro,mtCO2,0.0
Poland,POL,2020-04-01,Solar,mtCO2,0.01
Poland,POL,2020-04-01,Wind,mtCO2,0.01
Poland,POL,2020-05-01,Demand,TWh,11.55
Poland,POL,2020-05-01,Bioenergy,%,2.03
Poland,POL,2020-05-01,Coal,%,73.64
Poland,POL,2020-05-01,Gas,%,9.5
Poland,POL,2020-05-01,Hydro,%,1.07
Poland,POL,2020-05-01,Solar,%,2.03
Poland,POL,2020-05-01,Wind,%,10.37
Poland,POL,2020-05-01,Bioenergy,TWh,0.21
Poland,POL,2020-05-01,Coal,TWh,7.6
Poland,POL,2020-05-01,Gas,TWh,0.98
Poland,POL,2020-05-01,Hydro,TWh,0.11
Poland,POL,2020-05-01,Solar,TWh,0.21
Poland,POL,2020-05-01,Wind,TWh,1.07
Poland,POL,2020-05-01,Total Generation,TWh,10.32
Poland,POL,2020-05-01,Net Imports,TWh,1.23
Poland,POL,2020-05-01,Bioenergy,mtCO2,0.05
Poland,POL,2020-05-01,Coal,mtCO2,7.85
Poland,POL,2020-05-01,Gas,mtCO2,0.43
Poland,POL,2020-05-01,Hydro,mtCO2,0.0
Poland,POL,2020-05-01,Solar,mtCO2,0.01
Poland,POL,2020-05-01,Wind,mtCO2,0.01
Poland,POL,2020-06-01,Demand,TWh,11.63
Poland,POL,2020-06-01,Bioenergy,%,1.47
Poland,POL,2020-06-01,Coal,%,78.73
Poland,POL,2020-06-01,Gas,%,7.94
Poland,POL,2020-06-01,Hydro,%,1.67
Poland,POL,2020-06-01,Solar,%,2.25
Poland,POL,2020-06-01,Wind,%,6.76
Poland,POL,2020-06-01,Bioenergy,TWh,0.15
Poland,POL,2020-06-01,Coal,TWh,8.03
Poland,POL,2020-06-01,Gas,TWh,0.81
Poland,POL,2020-06-01,Hydro,TWh,0.17
Poland,POL,2020-06-01,Solar,TWh,0.23
Poland,POL,2020-06-01,Wind,TWh,0.69
Poland,POL,2020-06-01,Total Generation,TWh,10.2
Poland,POL,2020-06-01,Net Imports,TWh,1.43
Poland,POL,2020-06-01,Bioenergy,mtCO2,0.03
Poland,POL,2020-06-01,Coal,mtCO2,8.28
Poland,POL,2020-06-01,Gas,mtCO2,0.35
Poland,POL,2020-06-01,Hydro,mtCO2,0.0
Poland,POL,2020-06-01,Solar,mtCO2,0.01
Poland,POL,2020-06-01,Wind,mtCO2,0.01
Poland,POL,2020-07-01,Demand,TWh,12.29
Poland,POL,2020-07-01,Bioenergy,%,0.46
Poland,POL,2020-07-01,Coal,%,77.14
Poland,POL,2020-07-01,Gas,%,9.74
Poland,POL,2020-07-01,Hydro,%,1.46
Poland,POL,2020-07-01,Solar,%,2.37
Poland,POL,2020-07-01,Wind,%,7.47
Poland,POL,2020-07-01,Bioenergy,TWh,0.05
Poland,POL,2020-07-01,Coal,TWh,8.47
Poland,POL,2020-07-01,Gas,TWh,1.07
Poland,POL,2020-07-01,Hydro,TWh,0.16
Poland,POL,2020-07-01,Solar,TWh,0.26
Poland,POL,2020-07-01,Wind,TWh,0.82
Poland,POL,2020-07-01,Total Generation,TWh,10.98
Poland,POL,2020-07-01,Net Imports,TWh,1.31
Poland,POL,2020-07-01,Bioenergy,mtCO2,0.01
Poland,POL,2020-07-01,Coal,mtCO2,8.72
Poland,POL,2020-07-01,Gas,mtCO2,0.46
Poland,POL,2020-07-01,Hydro,mtCO2,0.0
Poland,POL,2020-07-01,Solar,mtCO2,0.01
Poland,POL,2020-07-01,Wind,mtCO2,0.01
Poland,POL,2020-08-01,Demand,TWh,12.4
Poland,POL,2020-08-01,Bioenergy,%,1.44
Poland,POL,2020-08-01,Coal,%,79.95
Poland,POL,2020-08-01,Gas,%,8.18
Poland,POL,2020-08-01,Hydro,%,0.81
Poland,POL,2020-08-01,Solar,%,2.52
Poland,POL,2020-08-01,Wind,%,5.85
Poland,POL,2020-08-01,Bioenergy,TWh,0.16
Poland,POL,2020-08-01,Coal,TWh,8.89
Poland,POL,2020-08-01,Gas,TWh,0.91
Poland,POL,2020-08-01,Hydro,TWh,0.09
Poland,POL,2020-08-01,Solar,TWh,0.28
Poland,POL,2020-08-01,Wind,TWh,0.65
Poland,POL,2020-08-01,Total Generation,TWh,11.12
Poland,POL,2020-08-01,Net Imports,TWh,1.28
Poland,POL,2020-08-01,Bioenergy,mtCO2,0.04
Poland,POL,2020-08-01,Coal,mtCO2,9.16
Poland,POL,2020-08-01,Gas,mtCO2,0.4
Poland,POL,2020-08-01,Hydro,mtCO2,0.0
Poland,POL,2020-08-01,Solar,mtCO2,0.01
Poland,POL,2020-08-01,Wind,mtCO2,0.01
Poland,POL,2020-09-01,Demand,TWh,12.43
Poland,POL,2020-09-01,Bioenergy,%,1.58
Poland,POL,2020-09-01,Coal,%,77.15
Poland,POL,2020-09-01,Gas,%,9.46
Poland,POL,2020-09-01,Hydro,%,0.88
Poland,POL,2020-09-01,Solar,%,2.1
Poland,POL,2020-09-01,Wind,%,7.71
Poland,POL,2020-09-01,Bioenergy,TWh,0.18
Poland,POL,2020-09-01,Coal,TWh,8.81
Poland,POL,2020-09-01,Gas,TWh,1.08
Poland,POL,2020-09-01,Hydro,TWh,0.1
Poland,POL,2020-09-01,Solar,TWh,0.24
Poland,POL,2020-09-01,Wind,TWh,0.88
Poland,POL,2020-09-01,Total Generation,TWh,11.42
Poland,POL,2020-09-01,Net Imports,TWh,1.01
Poland,POL,2020-09-01,Bioenergy,mtCO2,0.04
Poland,POL,2020-09-01,Coal,mtCO2,9.07
Poland,POL,2020-09-01,Gas,mtCO2,0.47
Poland,POL,2020-09-01,Hydro,mtCO2,0.0
Poland,POL,2020-09-01,Solar,mtCO2,0.01
Poland,POL,2020-09-01,Wind,mtCO2,0.01
Poland,POL,2020-10-01,Demand,TWh,13.65
Poland,POL,2020-10-01,Bioenergy,%,1.69
Poland,POL,2020-10-01,Coal,%,75.28
Poland,POL,2020-10-01,Gas,%,8.7
Poland,POL,2020-10-01,Hydro,%,1.37
Poland,POL,2020-10-01,Solar,%,1.29
Poland,POL,2020-10-01,Wind,%,10.47
Poland,POL,2020-10-01,Bioenergy,TWh,0.21
Poland,POL,2020-10-01,Coal,TWh,9.35
Poland,POL,2020-10-01,Gas,TWh,1.08
Poland,POL,2020-10-01,Hydro,TWh,0.17
Poland,POL,2020-10-01,Solar,TWh,0.16
Poland,POL,2020-10-01,Wind,TWh,1.3
Poland,POL,2020-10-01,Total Generation,TWh,12.42
Poland,POL,2020-10-01,Net Imports,TWh,1.23
Poland,POL,2020-10-01,Bioenergy,mtCO2,0.05
Poland,POL,2020-10-01,Coal,mtCO2,9.62
Poland,POL,2020-10-01,Gas,mtCO2,0.47
Poland,POL,2020-10-01,Hydro,mtCO2,0.0
Poland,POL,2020-10-01,Solar,mtCO2,0.01
Poland,POL,2020-10-01,Wind,mtCO2,0.02
Poland,POL,2020-11-01,Demand,TWh,13.48
Poland,POL,2020-11-01,Bioenergy,%,1.59
Poland,POL,2020-11-01,Coal,%,74.36
Poland,POL,2020-11-01,Gas,%,10.27
Poland,POL,2020-11-01,Hydro,%,1.11
Poland,POL,2020-11-01,Solar,%,0.96
Poland,POL,2020-11-01,Wind,%,10.51
Poland,POL,2020-11-01,Bioenergy,TWh,0.2
Poland,POL,2020-11-01,Coal,TWh,9.34
Poland,POL,2020-11-01,Gas,TWh,1.29
Poland,POL,2020-11-01,Hydro,TWh,0.14
Poland,POL,2020-11-01,Solar,TWh,0.12
Poland,POL,2020-11-01,Wind,TWh,1.32
Poland,POL,2020-11-01,Total Generation,TWh,12.56
Poland,POL,2020-11-01,Net Imports,TWh,0.92
Poland,POL,2020-11-01,Bioenergy,mtCO2,0.05
Poland,POL,2020-11-01,Coal,mtCO2,9.6
Poland,POL,2020-11-01,Gas,mtCO2,0.56
Poland,POL,2020-11-01,Hydro,mtCO2,0.0
Poland,POL,2020-11-01,Solar,mtCO2,0.01
Poland,POL,2020-11-01,Wind,mtCO2,0.02
Poland,POL,2020-12-01,Demand,TWh,14.15
Poland,POL,2020-12-01,Bioenergy,%,1.34
Poland,POL,2020-12-01,Coal,%,72.35
Poland,POL,2020-12-01,Gas,%,10.21
Poland,POL,2020-12-01,Hydro,%,0.89
Poland,POL,2020-12-01,Solar,%,0.75
Poland,POL,2020-12-01,Wind,%,13.34
Poland,POL,2020-12-01,Bioenergy,TWh,0.18
Poland,POL,2020-12-01,Coal,TWh,9.71
Poland,POL,2020-12-01,Gas,TWh,1.37
Poland,POL,2020-12-01,Hydro,TWh,0.12
Poland,POL,2020-12-01,Solar,TWh,0.1
Poland,POL,2020-12-01,Wind,TWh,1.79
Poland,POL,2020-12-01,Total Generation,TWh,13.42
Poland,POL,2020-12-01,Net Imports,TWh,0.73
Poland,POL,2020-12-01,Bioenergy,mtCO2,0.04
Poland,POL,2020-12-01,Coal,mtCO2,9.97
Poland,POL,2020-12-01,Gas,mtCO2,0.59
Poland,POL,2020-12-01,Hydro,mtCO2,0.0
Poland,POL,2020-12-01,Solar,mtCO2,0.0
Poland,POL,2020-12-01,Wind,mtCO2,0.02
Poland,POL,2021-01-01,Demand,TWh,14.37
Poland,POL,2021-01-01,Bioenergy,%,1.13
Poland,POL,2021-01-01,Coal,%,77.21
Poland,POL,2021-01-01,Gas,%,8.96
Poland,POL,2021-01-01,Hydro,%,1.06
Poland,POL,2021-01-01,Solar,%,0.49
Poland,POL,2021-01-01,Wind,%,9.17
Poland,POL,2021-01-01,Bioenergy,TWh,0.16
Poland,POL,2021-01-01,Coal,TWh,10.94
Poland,POL,2021-01-01,Gas,TWh,1.27
Poland,POL,2021-01-01,Hydro,TWh,0.15
Poland,POL,2021-01-01,Solar,TWh,0.07
Poland,POL,2021-01-01,Wind,TWh,1.3
Poland,POL,2021-01-01,Total Generation,TWh,14.17
Poland,POL,2021-01-01,Net Imports,TWh,0.2
Poland,POL,2021-01-01,Bioenergy,mtCO2,0.04
Poland,POL,2021-01-01,Coal,mtCO2,11.23
Poland,POL,2021-01-01,Gas,mtCO2,0.55
Poland,POL,2021-01-01,Hydro,mtCO2,0.0
Poland,POL,2021-01-01,Solar,mtCO2,0.0
Poland,POL,2021-01-01,Wind,mtCO2,0.02
Poland,POL,2021-02-01,Demand,TWh,13.46
Poland,POL,2021-02-01,Bioenergy,%,0.95
Poland,POL,2021-02-01,Coal,%,77.13
Poland,POL,2021-02-01,Gas,%,7.33
Poland,POL,2021-02-01,Hydro,%,1.26
Poland,POL,2021-02-01,Solar,%,1.1
Poland,POL,2021-02-01,Wind,%,10.17
Poland,POL,2021-02-01,Bioenergy,TWh,0.12
Poland,POL,2021-02-01,Coal,TWh,9.78
Poland,POL,2021-02-01,Gas,TWh,0.93
Poland,POL,2021-02-01,Hydro,TWh,0.16
Poland,POL,2021-02-01,Solar,TWh,0.14
Poland,POL,2021-02-01,Wind,TWh,1.29
Poland,POL,2021-02-01,Total Generation,TWh,12.68
Poland,POL,2021-02-01,Net Imports,TWh,0.78
Poland,POL,2021-02-01,Bioenergy,mtCO2,0.03
Poland,POL,2021-02-01,Coal,mtCO2,10.04
Poland,POL,2021-02-01,Gas,mtCO2,0.4
Poland,POL,2021-02-01,Hydro,mtCO2,0.0
Poland,POL,2021-02-01,Solar,mtCO2,0.01
Poland,POL,2021-02-01,Wind,mtCO2,0.02
Poland,POL,2021-03-01,Demand,TWh,14.2
Poland,POL,2021-03-01,Bioenergy,%,0.99
Poland,POL,2021-03-01,Coal,%,75.94
Poland,POL,2021-03-01,Gas,%,6.65
Poland,POL,2021-03-01,Hydro,%,1.6
Poland,POL,2021-03-01,Solar,%,2.29
Poland,POL,2021-03-01,Wind,%,10.47
Poland,POL,2021-03-01,Bioenergy,TWh,0.13
Poland,POL,2021-03-01,Coal,TWh,9.94
Poland,POL,2021-03-01,Gas,TWh,0.87
Poland,POL,2021-03-01,Hydro,TWh,0.21
Poland,POL,2021-03-01,Solar,TWh,0.3
Poland,POL,2021-03-01,Wind,TWh,1.37
Poland,POL,2021-03-01,Total Generation,TWh,13.09
Poland,POL,2021-03-01,Net Imports,TWh,1.11
Poland,POL,2021-03-01,Bioenergy,mtCO2,0.03
Poland,POL,2021-03-01,Coal,mtCO2,10.2
Poland,POL,2021-03-01,Gas,mtCO2,0.38
Poland,POL,2021-03-01,Hydro,mtCO2,0.01
Poland,POL,2021-03-01,Solar,mtCO2,0.01
Poland,POL,2021-03-01,Wind,mtCO2,0.02
Poland,POL,2021-04-01,Demand,TWh,12.78
Poland,POL,2021-04-01,Bioenergy,%,1.37
Poland,POL,2021-04-01,Coal,%,74.38
Poland,POL,2021-04-01,Gas,%,6.51
Poland,POL,2021-04-01,Hydro,%,1.69
Poland,POL,2021-04-01,Solar,%,3.61
Poland,POL,2021-04-01,Wind,%,10.6
Poland,POL,2021-04-01,Bioenergy,TWh,0.17
Poland,POL,2021-04-01,Coal,TWh,9.26
Poland,POL,2021-04-01,Gas,TWh,0.81
Poland,POL,2021-04-01,Hydro,TWh,0.21
Poland,POL,2021-04-01,Solar,TWh,0.45
Poland,POL,2021-04-01,Wind,TWh,1.32
Poland,POL,2021-04-01,Total Generation,TWh,12.45
Poland,POL,2021-04-01,Net Imports,TWh,0.33
Poland,POL,2021-04-01,Bioenergy,mtCO2,0.04
Poland,POL,2021-04-01,Coal,mtCO2,9.53
Poland,POL,2021-04-01,Gas,mtCO2,0.35
Poland,POL,2021-04-01,Hydro,mtCO2,0.01
Poland,POL,2021-04-01,Solar,mtCO2,0.02
Poland,POL,2021-04-01,Wind,mtCO2,0.02
Poland,POL,2021-05-01,Demand,TWh,12.63
Poland,POL,2021-05-01,Bioenergy,%,1.48
Poland,POL,2021-05-01,Coal,%,71.55
Poland,POL,2021-05-01,Gas,%,7.48
Poland,POL,2021-05-01,Hydro,%,1.64
Poland,POL,2021-05-01,Solar,%,5.02
Poland,POL,2021-05-01,Wind,%,11.1
Poland,POL,2021-05-01,Bioenergy,TWh,0.18
Poland,POL,2021-05-01,Coal,TWh,8.7
Poland,POL,2021-05-01,Gas,TWh,0.91
Poland,POL,2021-05-01,Hydro,TWh,0.2
Poland,POL,2021-05-01,Solar,TWh,0.61
Poland,POL,2021-05-01,Wind,TWh,1.35
Poland,POL,2021-05-01,Total Generation,TWh,12.16
Poland,POL,2021-05-01,Net Imports,TWh,0.47
Poland,POL,2021-05-01,Bioenergy,mtCO2,0.04
Poland,POL,2021-05-01,Coal,mtCO2,8.95
Poland,POL,2021-05-01,Gas,mtCO2,0.4
Poland,POL,2021-05-01,Hydro,mtCO2,0.0
Poland,POL,2021-05-01,Solar,mtCO2,0.03
Poland,POL,2021-05-01,Wind,mtCO2,0.02
Poland,POL,2021-06-01,Demand,TWh,12.61
Poland,POL,2021-06-01,Bioenergy,%,1.38
Poland,POL,2021-06-01,Coal,%,76.52
Poland,POL,2021-06-01,Gas,%,8.26
Poland,POL,2021-06-01,Hydro,%,0.97
Poland,POL,2021-06-01,Solar,%,6.23
Poland,POL,2021-06-01,Wind,%,5.1
Poland,POL,2021-06-01,Bioenergy,TWh,0.17
Poland,POL,2021-06-01,Coal,TWh,9.45
Poland,POL,2021-06-01,Gas,TWh,1.02
Poland,POL,2021-06-01,Hydro,TWh,0.12
Poland,POL,2021-06-01,Solar,TWh,0.77
Poland,POL,2021-06-01,Wind,TWh,0.63
Poland,POL,2021-06-01,Total Generation,TWh,12.35
Poland,POL,2021-06-01,Net Imports,TWh,0.26
Poland,POL,2021-06-01,Bioenergy,mtCO2,0.04
Poland,POL,2021-06-01,Coal,mtCO2,9.73
Poland,POL,2021-06-01,Gas,mtCO2,0.44
Poland,POL,2021-06-01,Hydro,mtCO2,0.0
Poland,POL,2021-06-01,Solar,mtCO2,0.04
Poland,POL,2021-06-01,Wind,mtCO2,0.01
Poland,POL,2021-07-01,Demand,TWh,13.3
