Date,AAPL,AMZN,BAC,COST,CVX,DIS,GOOGL,HD,JNJ,JPM,KO,MA,META,MSFT,NKE,NVDA,PEP,PFE,SPY,TSLA,UNH,V,WMT,XOM
2020-01-16,75.91983795166016,93.89700317382812,29.643964767456055,276.2691650390625,87.77345275878906,140.7030029296875,71.8707046508789,195.13414001464844,123.79975891113281,115.42667388916016,46.643516540527344,308.5877685546875,219.83946228027344,157.07583618164062,93.88372802734375,6.188027381896973,114.04103088378906,28.06422996520996,301.63995361328125,34.232666015625,269.07452392578125,191.81414794921875,35.3624153137207,51.393714904785156
2020-01-17,76.7603530883789,93.23600006103516,29.635414123535156,277.77349853515625,86.7897720336914,139.9370574951172,73.3258056640625,197.76922607421875,124.61006164550781,116.22562408447266,46.74202346801758,311.824951171875,220.2062225341797,157.9549102783203,94.9372787475586,6.196727275848389,115.3887939453125,27.99512481689453,302.5788879394531,34.03333282470703,267.0435791015625,195.39366149902344,35.075618743896484,51.19955062866211
2020-01-21,76.24016571044922,94.5999984741211,29.251205444335938,285.5958251953125,85.08519744873047,139.1905059814453,73.46110534667969,198.65606689453125,124.6936264038086,115.08184051513672,46.93082046508789,310.15814208984375,219.51234436035156,157.3877410888672,94.98268127441406,6.163418769836426,115.8789291381836,27.87763786315918,301.9863586425781,36.47999954223633,268.8866882324219,197.8658905029297,35.2678337097168,50.46771240234375
2020-01-22,76.51229095458984,94.37300109863281,29.33658218383789,284.3468322753906,84.77733612060547,139.6267852783203,73.54138946533203,198.6134796142578,123.841552734375,114.94731140136719,47.292015075683594,312.451171875,219.39337158203125,156.6315155029297,94.90093994140625,6.217360973358154,117.12057495117188,27.773990631103516,302.0228271484375,37.97066879272461,268.9403991699219,198.44821166992188,35.4234504699707,50.17646408081055
2020-01-23,76.88077545166016,94.22899627685547,29.13167381286621,285.2493896484375,84.92752075195312,137.87185668945312,73.58203887939453,199.2530517578125,124.0754623413086,114.82955169677734,47.472618103027344,313.0966796875,217.84695434570312,157.59571838378906,93.56587219238281,6.285721778869629,117.34107208251953,28.13334083557129,302.36920166015625,38.14666748046875,267.9292907714844,197.13095092773438,35.3349609375,49.8628044128418
2020-01-24,76.65921783447266,93.08200073242188,28.636474609375,283.0887145996094,83.98889923095703,135.81640625,72.66417694091797,197.84593200683594,123.90001678466797,111.97859191894531,47.349483489990234,311.8345642089844,216.0428009033203,156.0076446533203,92.66670989990234,6.226558208465576,116.74478149414062,27.518285751342773,299.68017578125,37.654666900634766,261.9795837402344,195.68002319335938,34.895599365234375,49.52676010131836
2020-01-27,74.40504455566406,91.41699981689453,28.04734992980957,282.12225341796875,82.89256286621094,131.76365661621094,70.95730590820312,197.1551971435547,124.25926971435547,111.03668975830078,47.185298919677734,304.2235107421875,212.99949645996094,153.39871215820312,91.04096984863281,5.971014022827148,116.1076431274414,27.753253936767578,294.87652587890625,37.201332092285156,254.17764282226562,192.52052307128906,35.3502197265625,48.346832275390625
2020-01-28,76.5099105834961,92.6624984741211,28.380334854125977,283.39862060546875,83.44071197509766,134.158447265625,71.88755798339844,199.43209838867188,124.88574981689453,113.05504608154297,46.79947280883789,308.55889892578125,215.89410400390625,156.40464782714844,91.19535827636719,6.164162635803223,116.35271453857422,26.357297897338867,297.9665832519531,37.793331146240234,255.77020263671875,193.6278076171875,35.57599639892578,48.27964401245117
2020-01-29,78.11143493652344,92.9000015258789,28.1839542388916,282.2408447265625,82.87754821777344,131.9187774658203,72.19483184814453,199.568603515625,125.75454711914062,112.88687133789062,46.79947280883789,308.6070556640625,221.28672790527344,158.84347534179688,90.67768096923828,6.103756904602051,115.77274322509766,25.97030258178711,297.7204895019531,38.732666015625,253.1129608154297,195.54641723632812,35.359375,47.876373291015625
2020-01-30,77.99822235107422,93.53399658203125,28.58524513244629,282.1405029296875,83.65099334716797,133.61549377441406,72.07341766357422,198.5196533203125,125.60418701171875,114.28292083740234,48.318145751953125,312.59576416015625,207.7060089111328,163.32406616210938,89.17910766601562,6.11046838760376,117.4881591796875,25.87954330444336,298.6866760253906,42.72066879272461,251.39515686035156,198.7440948486328,35.56989288330078,48.38417434692383
2020-01-31,74.5398941040039,100.43599700927734,28.030277252197266,278.5393371582031,80.45211791992188,134.1002960205078,71.00935363769531,194.52015686035156,124.3594970703125,111.31419372558594,47.94053268432617,304.38726806640625,200.15234375,160.91358947753906,87.46255493164062,5.877295970916748,116.00965881347656,25.998226165771484,293.26312255859375,43.371334075927734,243.76329040527344,189.92417907714844,34.932212829589844,46.3902587890625
2020-02-03,74.3351821899414,100.20999908447266,28.149812698364258,275.3302307128906,79.80632781982422,137.01869201660156,73.47843933105469,197.45370483398438,125.4454574584961,112.16358184814453,48.08829116821289,312.65362548828125,202.4125213623047,164.83653259277344,90.15998077392578,5.974245071411133,116.40989685058594,26.18671989440918,295.4416809082031,52.0,245.16796875,191.68052673339844,34.86509323120117,45.35223388671875
2020-02-04,76.78926849365234,102.4834976196289,28.70477867126465,277.97393798828125,80.23433685302734,140.32489013671875,71.63529205322266,200.404296875,126.6400375366211,113.77831268310547,48.30171585083008,317.0852966308594,208.00340270996094,170.26231384277344,92.07636260986328,6.143280029296875,116.9898681640625,26.312381744384766,299.9446105957031,59.137332916259766,251.26983642578125,194.30552673339844,35.170204162597656,44.7846794128418
2020-02-05,77.4154281616211,101.99349975585938,29.635414123535156,281.66650390625,82.80996704101562,137.06712341308594,71.66700744628906,203.0564727783203,128.63650512695312,115.71257781982422,48.309940338134766,316.3146667480469,208.28097534179688,170.05441284179688,91.31343078613281,6.233519554138184,117.87205505371094,26.647480010986328,303.40826416015625,48.97999954223633,264.5921325683594,193.58961486816406,35.640079498291016,46.845802307128906
2020-02-06,78.32097625732422,102.5114974975586,29.60126304626465,283.7768249511719,82.21675109863281,138.35665893554688,73.1498794555664,203.67897033691406,128.2522430419922,115.72944641113281,48.424869537353516,317.2587890625,209.0145263671875,173.58029174804688,91.06819915771484,6.32027530670166,117.89655303955078,26.710317611694336,304.4292907714844,49.930667877197266,261.66632080078125,193.8091278076172,35.487510681152344,46.21103286743164
2020-02-07,77.25637817382812,103.96399688720703,29.550037384033203,286.53594970703125,81.80375671386719,136.72779846191406,73.30547332763672,202.36573791503906,126.88229370117188,115.35942077636719,48.58904266357422,315.0428466796875,210.4816436767578,173.82601928710938,90.31439208984375,6.254150390625,118.74609375,26.563705444335938,302.80682373046875,49.871334075927734,258.76751708984375,193.52276611328125,35.53023147583008,45.90485382080078
2020-02-10,77.62329864501953,106.69550323486328,29.61834716796875,286.68218994140625,82.4419937133789,138.25,74.7699966430664,205.18846130371094,126.85723114013672,115.8387680053711,49.048744201660156,318.20294189453125,211.20529174804688,178.37278747558594,90.8411636352539,6.5370402336120605,118.98295593261719,26.396154403686523,305.0672302246094,51.41866683959961,256.80804443359375,196.62506103515625,35.164093017578125,45.4200439453125
2020-02-11,77.15497589111328,107.54000091552734,29.6866512298584,283.84088134765625,83.50830841064453,136.7180938720703,74.8393783569336,206.06680297851562,126.96577453613281,116.05742645263672,48.91740798950195,318.81951904296875,205.38636779785156,174.34596252441406,90.8411636352539,6.659343719482422,119.32606506347656,26.591632843017578,305.5959777832031,51.62533187866211,260.1722412109375,194.668212890625,35.20985794067383,45.85182189941406
