datetime,renewable_total_mwh,prediction_mwh,error_mwh,error_percent
2025-12-15,639905.56,639660.4,-245.18500000005588,-0.038315810226755315
2025-12-16,392043.23,410682.75,18639.52000000002,4.754455267598938
2025-12-17,352955.68,354193.25,1237.570000000007,0.35063042476041384
2025-12-18,888561.09,879608.6,-8952.464999999967,-1.0075238608523773
2025-12-19,705784.27,730451.75,24667.47999999998,3.4950453061244877
2025-12-20,220949.78,225769.22,4819.438750000001,2.1812371797790435
2025-12-21,536254.08,526395.0,-9859.079999999958,-1.8385090888259459
2025-12-22,693835.89,697567.9,3731.984999999986,0.5378771916800075
2025-12-23,872489.96,864347.06,-8142.897499999963,-0.9332941206566966
2025-12-24,873883.16,867260.94,-6622.222500000033,-0.7577926664704274
2025-12-25,585380.31,594459.25,9078.939999999944,1.5509472807515414
2025-12-26,334840.23,344372.7,9532.457500000019,2.8468674448109232
2025-12-27,503246.46,499132.44,-4114.022500000021,-0.8174965602341288
2025-12-28,385933.99,386064.6,130.6037500000093,0.03384095554786696
2025-12-29,661035.11,661649.2,614.077500000014,0.09289635160226421
2025-12-30,614429.69,610218.75,-4210.939999999944,-0.6853412308249532
2025-12-31,837634.65,828269.8,-9364.837500000023,-1.1180098029612342
